timestamp,transaction_id,flow,amount
2024-05-14 19:14:51,211063591,1241612 → 533263,2672.0
2024-05-14 19:14:55,211063591,1241612 → 533263,2672.0
2024-05-15 12:32:30,211063594,1241612 → 533263,668.0
2024-05-15 12:32:33,211063594,1241612 → 533263,668.0
2024-05-16 06:43:39,154941349,foreign_1 → 911163,1920.5
2024-05-16 14:19:12,154941350,foreign_1 → 911163,2388.1
2024-05-16 15:33:39,238305393,1401481 → 911163,1686.7
2024-05-16 15:33:44,238305393,1401481 → 911163,1686.7
2024-05-16 20:09:22,181934634,1070181 → 533263,2471.6
2024-05-16 20:09:26,181934634,1070181 → 533263,2471.6
2024-05-17 23:10:18,90587650,533263 → cash_13,400.0
2024-05-18 05:41:29,238305394,1401481 → 911163,2621.9
2024-05-18 05:41:36,238305394,1401481 → 911163,2621.9
2024-05-18 19:40:05,90587651,533263 → cash_13,320.0
2024-05-19 11:43:00,211063599,1241612 → 911163,2271.2
2024-05-19 11:43:08,211063599,1241612 → 911163,2271.2
2024-05-19 13:10:32,154941355,911163 → cash_13,850.0
2024-05-19 17:11:24,90587654,533263 → cash_13,350.0
2024-05-20 09:37:09,90587655,533263 → cash_13,390.0
2024-05-21 11:33:41,90587657,533263 → cash_13,360.0
2024-05-21 15:09:27,154941357,911163 → cash_13,770.0
2024-05-22 19:58:53,154941358,911163 → cash_13,840.0
2024-05-24 17:35:33,154941359,911163 → cash_13,790.0
2024-06-21 13:32:42,90587670,533263 → cash_162,870.0
2024-06-23 01:03:22,154941361,911163 → cash_162,640.0
2024-06-23 18:28:02,90587672,533263 → cash_162,980.0
2024-06-24 15:26:01,154941362,911163 → cash_162,660.0
2024-06-25 14:27:27,154941363,911163 → cash_162,670.0
2024-06-27 04:47:45,154941364,911163 → cash_162,700.0
2024-06-28 19:08:40,154941365,911163 → cash_162,680.0
2024-07-24 08:24:28,90587690,533263 → cash_25,450.0
2024-07-24 18:54:02,90587689,533263 → cash_25,480.0
2024-07-26 08:12:19,90587692,533263 → cash_25,390.0
2024-07-27 17:21:53,90587695,533263 → cash_25,460.0
2024-07-29 11:12:31,154941372,911163 → cash_25,720.0
2024-07-31 17:27:22,154941374,911163 → cash_25,710.0
2024-08-01 10:05:44,154941375,911163 → cash_25,670.0
2024-08-02 17:36:19,154941376,911163 → cash_25,670.0
2024-08-02 19:41:42,154941377,911163 → cash_25,690.0
