timestamp,transaction_id,flow,amount
2024-06-08 01:36:46,303594917,cryptocurrency_exchange_7 → 1785983,14585.6
2024-06-08 10:00:02,303594918,1785983 → foreign_10,4572.59
2024-06-08 10:22:49,21935398,cryptocurrency_exchange_7 → 128926,12762.4
2024-06-08 13:50:22,21935399,128926 → foreign_10,5246.11
2024-06-09 00:44:56,21935401,128926 → foreign_10,5174.9
2024-06-09 00:59:02,21935402,128926 → foreign_10,1448.02
2024-06-09 09:51:14,303594919,1785983 → foreign_10,9283.73
2024-06-10 01:37:49,19304568,cryptocurrency_exchange_7 → 113420,7589.6
2024-06-10 10:49:11,19304569,113420 → foreign_10,2917.9
2024-06-10 14:21:47,19304570,113420 → foreign_10,1512.45
2024-06-11 16:51:54,19304571,113420 → foreign_10,2711.0
2024-06-12 18:53:43,300695068,cryptocurrency_exchange_7 → 1769052,7420.0
2024-06-13 11:15:21,300695070,1769052 → foreign_10,3267.62
2024-06-13 12:23:47,300695069,1769052 → foreign_10,3929.78
