timestamp,transaction_id,flow,amount
2024-05-14 01:38:44,30872218,foreign_7 → 181565,910.0
2024-05-14 10:04:17,301738414,1775230 → 690114,900.0
2024-05-14 10:04:22,301738414,1775230 → 690114,900.0
2024-05-15 16:17:31,30872219,foreign_7 → 181565,740.0
2024-05-16 20:49:44,96949252,570532 → 1393371,390.0
2024-05-16 20:49:52,96949252,570532 → 1393371,390.0
2024-05-17 04:45:26,301738421,1775230 → 1393371,710.0
2024-05-17 04:45:34,301738421,1775230 → 1393371,710.0
2024-05-17 14:01:26,73583738,foreign_7 → 432978,770.0
2024-05-18 23:46:14,96949254,570532 → 432978,450.0
2024-05-18 23:46:21,96949254,570532 → 432978,450.0
2024-05-20 09:17:56,117267862,foreign_7 → 690114,940.0
2024-05-20 09:47:30,117267864,690114 → cryptocurrency_exchange_4,199.0
2024-05-20 11:25:25,117267863,690114 → cryptocurrency_exchange_4,403.0
2024-05-20 18:01:33,117267866,690114 → cryptocurrency_exchange_4,288.0
2024-05-20 18:05:15,117267867,690114 → cryptocurrency_exchange_4,187.0
2024-05-20 19:48:27,117267865,690114 → cryptocurrency_exchange_4,110.0
2024-05-21 04:27:19,117267869,690114 → cryptocurrency_exchange_4,185.0
2024-05-21 12:56:45,30872228,foreign_7 → 181565,600.0
2024-05-21 15:27:33,117267868,690114 → cryptocurrency_exchange_4,374.0
2024-05-22 11:53:54,271563206,1597593 → 432978,580.0
2024-05-22 11:53:57,271563206,1597593 → 432978,580.0
2024-05-22 15:51:51,271563205,1597593 → 181565,760.0
2024-05-22 15:51:59,271563205,1597593 → 181565,760.0
2024-05-22 17:32:10,30872231,181565 → cryptocurrency_exchange_4,976.0
2024-05-23 01:05:16,30872233,181565 → cryptocurrency_exchange_4,1352.0
2024-05-23 09:31:04,30872232,181565 → cryptocurrency_exchange_4,470.0
2024-05-24 06:24:17,301738438,1775230 → 1393371,500.0
2024-05-24 06:24:20,301738438,1775230 → 1393371,500.0
2024-05-24 18:14:02,301738437,1775230 → 1393371,780.0
2024-05-24 18:14:07,301738437,1775230 → 1393371,780.0
2024-05-25 12:39:07,73583742,foreign_7 → 432978,290.0
2024-05-29 17:58:34,236918249,foreign_7 → 1393371,250.0
2024-05-29 19:10:33,236918252,1393371 → cryptocurrency_exchange_4,442.0
2024-05-29 19:26:30,236918251,1393371 → cryptocurrency_exchange_4,380.0
2024-05-29 21:38:23,236918250,1393371 → cryptocurrency_exchange_4,561.0
2024-05-30 02:45:41,236918254,1393371 → cryptocurrency_exchange_4,657.0
2024-05-30 08:47:07,96949273,570532 → 432978,540.0
2024-05-30 08:47:09,96949273,570532 → 432978,540.0
2024-05-30 14:07:28,236918253,1393371 → cryptocurrency_exchange_4,430.0
2024-05-31 16:06:29,73583747,foreign_7 → 432978,450.0
2024-05-31 18:30:24,73583748,432978 → cryptocurrency_exchange_4,286.0
2024-06-01 05:23:10,73583753,432978 → cryptocurrency_exchange_4,422.0
2024-06-01 08:29:55,73583754,432978 → cryptocurrency_exchange_4,606.0
2024-06-01 08:47:23,73583750,432978 → cryptocurrency_exchange_4,688.0
2024-06-01 09:52:52,73583751,432978 → cryptocurrency_exchange_4,195.0
2024-06-01 14:05:53,73583755,432978 → cryptocurrency_exchange_4,555.0
2024-06-01 20:40:15,73583752,432978 → cryptocurrency_exchange_4,198.0
