timestamp,transaction_id,flow,amount
2024-01-03 22:50:30,35249915,cash_189 → 207313,2400.0
2024-01-05 20:21:30,35249920,cash_28 → 207313,2700.0
2024-01-06 12:20:14,35249921,cash_152 → 207313,2490.0
2024-01-06 19:35:38,35249922,207313 → 1645153,773.95
2024-01-06 19:35:40,35249922,207313 → 1645153,773.95
2024-01-08 04:07:27,35249928,207313 → 700961,1773.33
2024-01-08 04:07:32,35249928,207313 → 700961,1773.33
2024-01-08 11:59:20,35249930,207313 → 700961,2336.89
2024-01-08 11:59:29,35249930,207313 → 700961,2336.89
2024-01-08 14:15:07,35249929,207313 → 749745,2194.12
2024-01-08 14:15:14,35249929,207313 → 749745,2194.12
2024-01-08 17:05:09,35249931,207313 → foreign_6,435.82
