timestamp,transaction_id,flow,amount
2024-01-07 16:04:23,192611899,cash_95 → 1132985,3680.0
2024-01-08 14:26:32,192611900,cash_95 → 1132985,3610.0
2024-01-08 15:09:10,192611902,1132985 → 4238,1301.12
2024-01-08 15:09:16,192611902,1132985 → 4238,1301.12
2024-01-08 16:10:07,192611901,1132985 → 1536776,2029.46
2024-01-08 16:10:11,192611901,1132985 → 1536776,2029.46
2024-01-09 13:29:46,192611904,1132985 → 1536776,1746.61
2024-01-09 13:29:53,192611904,1132985 → 1536776,1746.61
2024-01-09 18:18:26,192611903,1132985 → 476239,1994.11
2024-01-09 18:18:29,192611903,1132985 → 476239,1994.11
