timestamp,transaction_id,flow,amount
2024-04-14 07:17:12,40016697,235344 → 761455,3817.8
2024-04-14 07:17:21,40016697,235344 → 761455,3817.8
2024-04-15 13:29:51,141964005,834665 → 761455,869.4
2024-04-15 13:29:59,141964005,834665 → 761455,869.4
2024-04-16 08:39:20,207286451,1219269 → 761455,1612.8
2024-04-16 08:39:23,207286451,1219269 → 761455,1612.8
2024-04-16 17:53:00,129450729,761455 → cash_181,620.0
2024-04-17 11:07:29,129450730,761455 → cash_181,600.0
2024-04-18 09:01:59,129450733,761455 → cash_181,630.0
2024-04-18 09:06:57,129450734,761455 → cash_181,690.0
2024-04-18 13:14:40,129450731,761455 → cash_181,610.0
2024-04-18 17:58:45,129450732,761455 → cash_181,660.0
2024-04-19 13:40:29,129450735,761455 → cash_181,650.0
2024-04-19 15:36:43,129450736,761455 → cash_181,690.0
2024-04-20 09:34:16,129450737,761455 → cash_181,550.0
2024-04-21 21:28:17,129450738,761455 → cash_181,560.0
2024-05-16 18:21:12,207286453,1219269 → 761455,6300.0
2024-05-16 18:21:16,207286453,1219269 → 761455,6300.0
2024-05-16 20:11:52,129450744,761455 → cash_27,770.0
2024-05-17 12:26:54,129450745,761455 → cash_27,730.0
2024-05-19 13:37:29,129450747,761455 → cash_27,790.0
2024-05-19 19:11:36,129450746,761455 → cash_27,700.0
2024-05-20 12:50:00,129450749,761455 → cash_27,760.0
2024-05-20 20:17:34,129450748,761455 → cash_27,770.0
2024-05-21 16:07:45,129450750,761455 → cash_27,830.0
2024-05-21 16:10:02,129450751,761455 → cash_27,860.0
2024-06-15 17:10:21,40016712,235344 → 761455,6300.0
2024-06-15 17:10:23,40016712,235344 → 761455,6300.0
2024-06-16 17:03:37,129450755,761455 → cash_85,680.0
2024-06-16 18:56:44,129450757,761455 → cash_85,660.0
2024-06-16 22:40:00,129450756,761455 → cash_85,650.0
2024-06-17 11:03:50,129450758,761455 → cash_85,540.0
2024-06-17 14:29:24,129450759,761455 → cash_85,550.0
2024-06-18 15:42:24,129450760,761455 → cash_85,610.0
2024-06-19 12:31:31,129450761,761455 → cash_85,670.0
2024-06-19 14:36:13,129450763,761455 → cash_85,540.0
2024-06-19 15:27:38,129450762,761455 → cash_85,580.0
2024-06-19 19:11:37,129450764,761455 → cash_85,630.0
2024-07-20 20:01:53,141964017,834665 → 761455,6300.0
2024-07-20 20:01:59,141964017,834665 → 761455,6300.0
2024-07-20 22:58:25,129450771,761455 → cash_12,670.0
2024-07-21 08:12:37,129450772,761455 → cash_12,670.0
2024-07-22 16:36:00,129450773,761455 → cash_12,590.0
2024-07-23 06:38:33,129450776,761455 → cash_12,690.0
2024-07-23 10:53:43,129450775,761455 → cash_12,700.0
2024-07-23 14:19:21,129450777,761455 → cash_12,700.0
2024-07-23 20:17:09,129450774,761455 → cash_12,620.0
2024-07-24 03:07:17,129450779,761455 → cash_12,710.0
2024-07-24 17:21:04,129450778,761455 → cash_12,670.0
2024-08-15 17:57:49,207286465,1219269 → 761455,6300.0
2024-08-15 17:57:55,207286465,1219269 → 761455,6300.0
2024-08-15 19:45:27,129450784,761455 → cash_81,690.0
2024-08-18 15:14:45,129450786,761455 → cash_81,730.0
2024-08-18 19:19:39,129450785,761455 → cash_81,650.0
2024-08-19 10:01:26,129450787,761455 → cash_81,750.0
2024-08-19 12:02:18,129450788,761455 → cash_81,600.0
2024-08-19 22:53:58,129450789,761455 → cash_81,770.0
2024-08-20 02:00:16,129450791,761455 → cash_81,690.0
2024-08-20 09:17:19,129450790,761455 → cash_81,750.0
