timestamp,transaction_id,flow,amount
2024-03-12 08:12:56,157636429,cryptocurrency_exchange_1 → 927004,9200.0
2024-03-13 01:18:11,157636431,cryptocurrency_exchange_1 → 927004,5600.0
2024-03-13 08:32:07,157636430,cryptocurrency_exchange_4 → 927004,8600.0
2024-03-13 10:34:18,157636432,927004 → 1588017,10800.04
2024-03-13 10:34:27,157636432,927004 → 1588017,10800.04
2024-03-14 08:50:15,157636433,927004 → 1044665,11195.96
2024-03-14 08:50:23,157636433,927004 → 1044665,11195.96
2024-03-27 06:32:03,157636452,cryptocurrency_exchange_1 → 927004,10550.0
2024-03-29 09:09:07,157636456,cryptocurrency_exchange_1 → 927004,12900.0
2024-03-29 14:39:57,157636457,927004 → 1044665,5015.95
2024-03-29 14:40:01,157636457,927004 → 1044665,5015.95
2024-03-30 10:27:46,157636459,927004 → 1588017,6193.61
2024-03-30 10:27:51,157636459,927004 → 1588017,6193.61
2024-03-30 16:58:44,157636458,927004 → 1044665,5364.89
2024-03-30 16:58:46,157636458,927004 → 1044665,5364.89
2024-03-31 14:26:54,157636465,927004 → 1588017,5255.85
2024-03-31 14:26:57,157636465,927004 → 1588017,5255.85
