timestamp,transaction_id,flow,amount
2024-05-27 02:57:47,252504181,cryptocurrency_exchange_9 → 1485295,5150.0
2024-05-27 23:42:53,252504180,cryptocurrency_exchange_4 → 1485295,9250.0
2024-05-28 06:30:08,252504184,cryptocurrency_exchange_10 → 1485295,3400.0
2024-05-28 07:00:54,252504183,cryptocurrency_exchange_7 → 1485295,7250.0
2024-05-29 21:36:03,252504185,cryptocurrency_exchange_6 → 1485295,4550.0
2024-05-29 23:31:01,252504186,1485295 → 801895,4980.5
2024-05-29 23:31:06,252504186,1485295 → 801895,4980.5
2024-05-29 23:40:10,252504187,1485295 → 1808936,5036.14
2024-05-29 23:40:16,252504187,1485295 → 1808936,5036.14
2024-05-30 09:26:23,252504188,1485295 → 1405107,5648.27
2024-05-30 09:26:29,252504188,1485295 → 1405107,5648.27
2024-05-31 08:00:23,252504190,1485295 → 552625,6316.05
2024-05-31 08:00:32,252504190,1485295 → 552625,6316.05
2024-05-31 09:19:01,252504189,1485295 → 382492,5843.04
2024-05-31 09:19:05,252504189,1485295 → 382492,5843.04
