timestamp,transaction_id,flow,amount
2024-06-15 15:46:48,253583371,foreign_9 → 1491630,2158.0
2024-06-16 11:24:31,22493062,132226 → 100491,1391.0
2024-06-16 11:24:40,22493062,132226 → 100491,1391.0
2024-06-16 20:13:42,81290559,478408 → 100491,2145.0
2024-06-16 20:13:45,81290559,478408 → 100491,2145.0
2024-06-17 08:47:01,22493063,132226 → 1350573,624.0
2024-06-17 08:47:03,22493063,132226 → 1350573,624.0
2024-06-18 16:56:27,253583374,foreign_9 → 1491630,715.0
2024-06-18 16:59:45,81290561,478408 → 1350573,2054.0
2024-06-18 16:59:49,81290561,478408 → 1350573,2054.0
2024-06-19 18:33:57,22493066,132226 → 1491630,741.0
2024-06-19 18:34:00,22493066,132226 → 1491630,741.0
2024-06-20 10:20:09,81290562,478408 → 100491,1755.0
2024-06-20 10:20:11,81290562,478408 → 100491,1755.0
2024-06-20 11:07:14,17103007,100491 → cash_42,320.0
2024-06-20 11:49:11,253583376,foreign_9 → 1491630,780.0
2024-06-20 14:49:19,17103006,100491 → cash_42,350.0
2024-06-20 19:28:33,129505763,761764 → 1350573,637.0
2024-06-20 19:28:39,129505763,761764 → 1350573,637.0
2024-06-20 21:08:36,229560745,1350573 → cash_42,270.0
2024-06-20 21:41:38,253583377,1491630 → cash_42,410.0
2024-06-21 12:18:00,17103008,100491 → cash_42,290.0
2024-06-21 12:58:39,253583378,1491630 → cash_42,410.0
2024-06-22 09:40:55,229560750,1350573 → cash_42,300.0
2024-06-22 14:19:24,17103010,100491 → cash_42,320.0
2024-06-22 16:32:07,229560749,1350573 → cash_42,240.0
2024-06-23 08:02:26,17103011,100491 → cash_42,330.0
2024-06-23 12:34:48,229560753,1350573 → cash_42,260.0
2024-06-25 20:10:53,253583384,1491630 → cash_42,480.0
2024-07-23 00:55:24,17103037,100491 → cash_51,520.0
2024-07-23 22:25:38,229560791,1350573 → cash_51,250.0
2024-07-25 02:15:03,229560792,1350573 → cash_51,230.0
2024-07-25 06:43:58,17103038,100491 → cash_51,540.0
2024-07-25 14:11:27,229560793,1350573 → cash_51,260.0
2024-07-26 11:11:58,253583398,1491630 → cash_51,350.0
2024-07-26 13:19:26,229560794,1350573 → cash_51,230.0
2024-07-27 17:16:49,253583399,1491630 → cash_51,340.0
2024-07-28 00:31:42,253583400,1491630 → cash_51,320.0
2024-07-28 14:56:41,17103044,100491 → cash_51,560.0
2024-07-28 21:23:26,253583401,1491630 → cash_51,330.0
2024-08-26 08:28:33,229560833,1350573 → cash_77,190.0
2024-08-27 13:06:52,17103070,100491 → cash_77,870.0
2024-08-27 16:02:08,229560835,1350573 → cash_77,200.0
2024-08-28 11:38:52,229560837,1350573 → cash_77,200.0
2024-08-28 19:25:59,253583415,1491630 → cash_77,340.0
2024-08-28 21:17:45,229560836,1350573 → cash_77,190.0
2024-08-30 10:05:44,229560838,1350573 → cash_77,200.0
2024-08-30 21:13:02,17103071,100491 → cash_77,710.0
2024-09-01 07:44:12,253583422,1491630 → cash_77,360.0
2024-09-01 09:51:20,253583424,1491630 → cash_77,320.0
2024-09-01 19:49:41,253583423,1491630 → cash_77,320.0
