timestamp,transaction_id,flow,amount
2024-07-01 06:56:24,138054022,cryptocurrency_exchange_7 → 811827,616.0
2024-07-01 18:59:17,153508745,902813 → foreign_9,316.87
2024-07-01 23:17:43,153508744,cryptocurrency_exchange_7 → 902813,2787.4
2024-07-02 03:51:38,153508749,902813 → foreign_9,1084.47
2024-07-02 05:50:11,25873483,cryptocurrency_exchange_7 → 151910,1709.4
2024-07-02 07:45:22,25873484,151910 → foreign_9,633.4
2024-07-02 09:09:24,138054023,811827 → foreign_9,597.52
2024-07-02 10:38:30,25873485,151910 → foreign_9,492.46
2024-07-02 10:55:23,153508748,902813 → foreign_9,1327.58
2024-07-03 13:04:43,25873486,151910 → foreign_9,532.26
2024-07-03 21:27:37,143107377,cryptocurrency_exchange_7 → 841405,1478.4
2024-07-04 17:56:46,143107378,841405 → foreign_9,1463.62
2024-07-04 18:52:16,121667636,715753 → foreign_9,1087.42
2024-07-04 18:57:24,121667635,715753 → foreign_9,655.24
2024-07-04 23:57:51,121667634,cryptocurrency_exchange_7 → 715753,1894.2
2024-07-06 18:46:03,299096232,1759720 → foreign_9,694.23
2024-07-06 21:34:30,299096231,cryptocurrency_exchange_7 → 1759720,754.6
2024-07-06 22:35:10,45778264,cryptocurrency_exchange_7 → 269348,2002.0
2024-07-07 17:13:33,45778265,269348 → foreign_9,1881.88
2024-07-08 08:03:58,52120362,cryptocurrency_exchange_7 → 306816,1786.4
2024-07-08 09:26:30,229245486,cryptocurrency_exchange_7 → 1348678,1201.2
2024-07-08 11:36:08,229245487,1348678 → foreign_9,205.07
2024-07-08 18:58:31,17651049,103718 → foreign_9,474.55
2024-07-08 23:13:16,17651048,cryptocurrency_exchange_7 → 103718,1216.6
2024-07-09 01:05:52,17651052,103718 → foreign_9,286.65
2024-07-09 08:08:14,229245489,1348678 → foreign_9,767.84
2024-07-09 08:36:04,229245488,1348678 → foreign_9,192.25
2024-07-09 09:11:51,17651051,103718 → foreign_9,443.23
2024-07-09 15:14:14,52120363,306816 → foreign_9,1679.22
