timestamp,transaction_id,flow,amount
2024-03-10 05:35:26,260832064,foreign_9 → 1534523,350.0
2024-03-11 13:37:56,112886345,664433 → 160642,790.0
2024-03-11 13:38:02,112886345,664433 → 160642,790.0
2024-03-11 15:23:01,27368616,160642 → cryptocurrency_exchange_1,758.0
2024-03-12 09:20:49,47655383,foreign_9 → 280439,1200.0
2024-03-13 14:26:39,41028496,foreign_9 → 241272,580.0
2024-03-14 08:24:33,175633192,foreign_9 → 1033034,850.0
2024-03-14 14:24:32,220230464,foreign_9 → 1295659,1700.0
2024-03-14 23:00:19,67317291,396139 → 1033034,380.0
2024-03-14 23:00:28,67317291,396139 → 1033034,380.0
2024-03-17 03:04:53,175633196,foreign_9 → 1033034,1230.0
2024-03-17 14:26:02,47655387,foreign_9 → 280439,850.0
2024-03-20 00:59:59,67317296,396139 → 280439,910.0
2024-03-20 01:00:06,67317296,396139 → 280439,910.0
2024-03-20 08:42:43,260832067,foreign_9 → 1534523,1700.0
2024-03-20 18:00:56,67317295,396139 → 1033034,1760.0
2024-03-20 18:01:00,67317295,396139 → 1033034,1760.0
2024-03-21 03:17:20,175633199,foreign_9 → 1033034,790.0
2024-03-21 04:02:23,175633202,1033034 → cryptocurrency_exchange_1,942.0
2024-03-21 04:16:47,175633201,1033034 → cryptocurrency_exchange_1,994.0
2024-03-21 14:15:33,175633200,1033034 → cryptocurrency_exchange_1,523.0
2024-03-21 20:37:37,112886347,664433 → 1295659,1760.0
2024-03-21 20:37:40,112886347,664433 → 1295659,1760.0
2024-03-22 02:51:31,175633206,1033034 → cryptocurrency_exchange_1,285.0
2024-03-22 04:25:20,175633204,1033034 → cryptocurrency_exchange_1,285.0
2024-03-22 05:08:07,175633205,1033034 → cryptocurrency_exchange_1,1099.0
2024-03-22 10:00:19,175633203,1033034 → cryptocurrency_exchange_1,633.0
2024-03-24 15:03:20,240477428,1414403 → 1534523,1050.0
2024-03-24 15:03:26,240477428,1414403 → 1534523,1050.0
2024-03-25 20:00:46,112886352,664433 → 19924,880.0
2024-03-25 20:00:53,112886352,664433 → 19924,880.0
2024-03-25 20:45:58,283283072,1666753 → 1295659,1050.0
2024-03-25 20:46:00,283283072,1666753 → 1295659,1050.0
2024-03-26 11:57:34,112886356,664433 → 280439,1230.0
2024-03-26 11:57:39,112886356,664433 → 280439,1230.0
2024-03-26 12:43:04,220230480,foreign_9 → 1295659,1350.0
2024-03-26 13:45:50,47655395,280439 → cryptocurrency_exchange_1,1215.0
2024-03-27 04:10:27,47655398,280439 → cryptocurrency_exchange_1,989.0
2024-03-27 15:20:36,112886358,664433 → 19924,1470.0
2024-03-27 15:20:39,112886358,664433 → 19924,1470.0
2024-03-27 15:37:14,47655397,280439 → cryptocurrency_exchange_1,1102.0
2024-03-27 16:25:17,3383659,19924 → cryptocurrency_exchange_1,1043.0
2024-03-27 17:53:04,67317302,396139 → 241272,1140.0
2024-03-27 17:53:09,67317302,396139 → 241272,1140.0
2024-03-27 19:04:21,3383660,19924 → cryptocurrency_exchange_1,775.0
2024-03-27 22:14:37,240477430,1414403 → 241272,1670.0
2024-03-27 22:14:43,240477430,1414403 → 241272,1670.0
2024-03-27 23:27:18,47655399,280439 → cryptocurrency_exchange_1,588.0
2024-03-28 02:57:51,3383661,19924 → cryptocurrency_exchange_1,531.0
2024-03-30 02:43:46,112886361,664433 → 1295659,1640.0
2024-03-30 02:43:49,112886361,664433 → 1295659,1640.0
2024-03-30 05:34:20,67317304,396139 → 1534523,1050.0
2024-03-30 05:34:28,67317304,396139 → 1534523,1050.0
2024-03-30 08:15:23,260832075,1534523 → cryptocurrency_exchange_1,1927.0
2024-03-30 10:57:16,220230484,1295659 → cryptocurrency_exchange_1,1701.0
2024-03-30 12:22:37,220230483,1295659 → cryptocurrency_exchange_1,1046.0
2024-03-30 15:51:43,220230485,1295659 → cryptocurrency_exchange_1,1332.0
2024-03-30 18:55:15,220230482,1295659 → cryptocurrency_exchange_1,1234.0
2024-03-30 18:57:35,67317303,396139 → 241272,1850.0
2024-03-30 18:57:38,67317303,396139 → 241272,1850.0
2024-03-31 03:13:23,260832078,1534523 → cryptocurrency_exchange_1,1973.0
2024-03-31 06:31:19,220230487,1295659 → cryptocurrency_exchange_1,516.0
2024-03-31 09:57:22,41028511,241272 → cryptocurrency_exchange_1,4925.0
2024-03-31 13:56:25,220230486,1295659 → cryptocurrency_exchange_1,1136.0
