timestamp,transaction_id,flow,amount
2024-06-27 09:32:51,131256670,foreign_3 → 772019,3000.0
2024-06-27 13:02:56,73119572,foreign_3 → 430280,3000.0
2024-06-27 17:29:18,131256671,772019 → cash_129,390.0
2024-06-28 04:10:11,131256672,772019 → cash_129,420.0
2024-06-28 09:57:22,73119573,430280 → cash_129,790.0
2024-06-29 06:12:02,73119576,430280 → cash_129,750.0
2024-06-29 18:37:51,131256674,772019 → cash_129,410.0
2024-06-30 21:11:29,131256677,772019 → cash_129,430.0
2024-07-01 10:45:20,131256679,772019 → cash_129,390.0
2024-07-01 14:42:41,131256678,772019 → cash_129,460.0
2024-07-01 19:49:46,73119581,430280 → cash_129,710.0
2024-07-02 09:18:47,73119582,430280 → cash_129,610.0
2024-07-02 09:27:56,131256681,772019 → cash_129,480.0
2024-07-28 00:10:44,131256686,foreign_3 → 772019,3100.0
2024-07-28 10:43:50,131256688,772019 → cash_137,470.0
2024-07-28 11:29:10,131256687,772019 → cash_137,390.0
2024-07-28 11:33:27,131256689,772019 → cash_137,420.0
2024-07-29 16:36:55,73119596,foreign_3 → 430280,2800.0
2024-07-30 14:07:11,131256691,772019 → cash_137,440.0
2024-07-31 09:54:06,73119601,430280 → cash_137,900.0
2024-07-31 16:05:04,73119602,430280 → cash_137,920.0
2024-07-31 18:20:42,131256692,772019 → cash_137,420.0
2024-08-01 09:53:04,73119604,430280 → cash_137,970.0
2024-08-01 10:00:48,131256693,772019 → cash_137,430.0
2024-08-02 05:28:51,131256694,772019 → cash_137,410.0
2024-09-01 11:27:10,131256698,foreign_3 → 772019,2600.0
2024-09-02 07:15:07,73119616,foreign_3 → 430280,2700.0
2024-09-02 08:03:27,73119617,430280 → cash_135,270.0
2024-09-02 08:41:25,131256700,772019 → cash_135,370.0
2024-09-02 14:45:14,73119618,430280 → cash_135,270.0
2024-09-02 16:31:10,73119619,430280 → cash_135,260.0
2024-09-02 16:58:21,131256699,772019 → cash_135,320.0
2024-09-03 14:10:31,73119621,430280 → cash_135,270.0
2024-09-03 16:08:11,73119620,430280 → cash_135,310.0
2024-09-03 16:36:53,131256702,772019 → cash_135,330.0
2024-09-03 17:00:49,131256701,772019 → cash_135,320.0
2024-09-04 12:46:48,73119622,430280 → cash_135,310.0
2024-09-05 08:23:43,131256704,772019 → cash_135,390.0
2024-09-05 23:26:50,131256703,772019 → cash_135,400.0
2024-09-06 11:28:18,73119623,430280 → cash_135,260.0
2024-09-06 18:57:40,131256705,772019 → cash_135,410.0
2024-09-07 17:18:52,73119625,430280 → cash_135,250.0
2024-09-07 20:05:00,73119626,430280 → cash_135,310.0
2024-09-30 09:48:13,131256717,foreign_3 → 772019,2800.0
2024-09-30 10:42:49,131256718,772019 → cash_129,650.0
2024-10-01 15:02:15,73119636,foreign_3 → 430280,2200.0
2024-10-01 17:58:23,73119637,430280 → cash_129,250.0
2024-10-02 10:28:37,73119638,430280 → cash_129,320.0
2024-10-02 16:00:22,131256719,772019 → cash_129,640.0
2024-10-03 10:19:08,73119641,430280 → cash_129,250.0
2024-10-03 11:10:55,73119642,430280 → cash_129,260.0
2024-10-03 12:14:40,73119643,430280 → cash_129,250.0
2024-10-03 13:28:51,131256722,772019 → cash_129,720.0
2024-10-03 14:11:25,131256721,772019 → cash_129,770.0
2024-10-04 17:22:07,73119644,430280 → cash_129,250.0
2024-10-06 17:11:19,73119645,430280 → cash_129,290.0
2024-10-06 19:42:50,73119646,430280 → cash_129,290.0
2024-10-29 03:42:45,131256746,foreign_3 → 772019,3000.0
2024-10-30 06:16:51,73119654,foreign_3 → 430280,2100.0
2024-10-31 13:15:52,131256748,772019 → cash_135,790.0
2024-10-31 17:28:39,73119656,430280 → cash_135,340.0
2024-11-01 12:40:15,73119657,430280 → cash_135,290.0
2024-11-01 13:23:11,73119658,430280 → cash_135,370.0
2024-11-01 17:42:28,131256750,772019 → cash_135,790.0
2024-11-02 17:59:16,131256751,772019 → cash_135,620.0
2024-11-02 18:55:26,73119659,430280 → cash_135,290.0
2024-11-03 09:33:45,131256752,772019 → cash_135,740.0
2024-11-03 12:39:02,73119660,430280 → cash_135,340.0
2024-11-04 08:01:56,73119661,430280 → cash_135,370.0
