transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in
0.0,0.0,160.0,15.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
1.0,0.0,221.0,38262.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.14079890688480276,1.5573968333146928
2.0,0.0,89.0,507.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
4.0,0.0,160.0,40.0,9.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
3.0,0.0,159.0,41756.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
5.0,0.0,118.0,43609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,64645.666666666664,193937.0,262028512.88888893,-0.2454973421606495,1.4999999999999998
6.0,0.0,159.0,62522.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
7.0,0.0,89.0,1225.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
8.0,0.0,160.0,56.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
9.0,0.0,159.0,76203.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
10.0,0.0,89.0,1698.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
11.0,0.0,159.0,65540.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
12.0,0.0,159.0,41756.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
14.0,0.0,221.0,38262.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.14079890688480276,1.5573968333146928
13.0,0.0,221.0,64968.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.14079890688480276,1.5573968333146928
15.0,0.0,160.0,43.0,11.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
16.0,0.0,221.0,82563.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.14079890688480276,1.5573968333146928
18.0,0.0,192.0,39918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,39918.0,39918.0,0.0,0.0,0.0
17.0,0.0,118.0,67345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,64645.666666666664,193937.0,262028512.88888893,-0.2454973421606495,1.4999999999999998
19.0,0.0,89.0,1329.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
21.0,0.0,160.0,6.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
20.0,0.0,159.0,34584.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
22.0,0.0,89.0,259.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
23.0,0.0,159.0,39237.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
24.0,0.0,5.0,41756.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41756.0,41756.0,0.0,0.0,0.0
25.0,0.0,159.0,38262.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
26.0,0.0,159.0,64968.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
27.0,0.0,159.0,71384.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
28.0,0.0,159.0,62522.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
29.0,0.0,221.0,68850.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.14079890688480276,1.5573968333146928
30.0,0.0,160.0,12.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
32.0,0.0,89.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
31.0,0.0,159.0,82563.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
33.0,0.0,221.0,29038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.14079890688480276,1.5573968333146928
34.0,0.0,159.0,76203.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
36.0,0.0,89.0,1531.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
35.0,0.0,221.0,64968.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,6.166666666666667,58482.16216216217,2163840.0,375175756.1358656,-0.14079890688480276,1.5573968333146928
37.0,0.0,159.0,66983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
38.0,0.0,89.0,1379.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
39.0,0.0,118.0,82983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,64645.666666666664,193937.0,262028512.88888893,-0.2454973421606495,1.4999999999999998
40.0,0.0,160.0,50.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
41.0,0.0,89.0,866.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
42.0,0.0,160.0,45.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,35.285714285714285,741.0,287.3469387755102,-0.3527722050231137,1.6745855258910127
43.0,0.0,159.0,52145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.0,19.166666666666668,54922.0608695652,6316037.0,219511604.52672997,-0.6099360441125831,2.821914233525591
44.0,0.0,89.0,1427.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,55.0,7.857142857142857,33103.181818181816,1820675.0,970024405.3851242,0.174385186491187,1.417659347762402,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,204.0,22.666666666666668,863.5882352941176,176172.0,260320.35986159186,0.08594893072146864,1.7299882722524076
