transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
232714274,1310714,6,13,Saturday,16,55,59,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,8400.0,1369025,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764274,1310714,6,13,Saturday,17,1,21,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,1020.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764275,1310714,6,13,Saturday,17,57,0,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,870.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764277,1310714,6,14,Sunday,13,49,36,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,820.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764278,1310714,6,14,Sunday,16,55,24,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,850.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764276,1310714,6,14,Sunday,20,17,19,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,1000.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764279,1310714,6,15,Monday,9,41,21,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,970.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764281,1310714,6,16,Tuesday,12,54,36,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,920.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764288,1310714,6,18,Thursday,12,55,22,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,880.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
222764289,1310714,6,18,Thursday,15,56,22,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,870.0,cash_49,45.0,2645.846,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id52,1
