transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
240797866,1416273,7,29,Wednesday,20,44,20,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,bank_transfer,other,3808.0,1787624,40.0,238250.918,local,local_3,laundering_schema_6,laundering_schema_6_id77,1
240797870,1416273,8,30,Sunday,0,55,28,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,3027.2,1787624,40.0,238250.918,local,local_3,laundering_schema_6,laundering_schema_6_id77,1
240797871,1416273,8,30,Sunday,14,34,42,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2713.6,1787624,40.0,238250.918,local,local_3,laundering_schema_6,laundering_schema_6_id77,1
292859115,1722934,7,27,Monday,17,13,38,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2592.0,1787624,75.0,42599.71,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id77,1
292859127,1722934,8,29,Saturday,1,6,42,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,659.2,1787624,75.0,42599.71,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id77,1
292859115,1787624,7,27,Monday,17,13,44,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2592.0,1722934,40.0,10030.11,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id77,1
240797866,1787624,7,29,Wednesday,20,44,28,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,bank_transfer,other,3808.0,1416273,40.0,10030.11,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id77,1
303868765,1787624,7,30,Thursday,16,19,5,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,720.0,cash_185,40.0,10030.11,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id77,1
303868766,1787624,7,30,Thursday,17,30,24,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,650.0,cash_185,40.0,10030.11,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id77,1
303868767,1787624,8,1,Saturday,8,20,55,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,730.0,cash_185,40.0,10030.11,large_digital,large_digital_1,laundering_schema_6,laundering_schema_6_id77,1
