transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
67381066,1503720,8,29,Saturday,9,3,33,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,10513.35,396519,40.0,43778.227999999996,local,local_3,laundering_schema_1,laundering_schema_1_id147,1
67381098,1503720,9,15,Tuesday,8,27,42,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,7751.51,396519,40.0,43778.227999999996,local,local_3,laundering_schema_1,laundering_schema_1_id147,1
67381099,1503720,9,15,Tuesday,23,23,59,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6745.1,396519,40.0,43778.227999999996,local,local_3,laundering_schema_1,laundering_schema_1_id147,1
67381139,1503720,10,6,Tuesday,1,23,43,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4165.7,396519,40.0,43778.227999999996,local,local_3,laundering_schema_1,laundering_schema_1_id147,1
67381052,396519,8,26,Wednesday,8,20,38,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,5100.0,cryptocurrency_exchange_8,25.0,32075.51,local,local_1,laundering_schema_1,laundering_schema_1_id147,1
67381053,396519,8,26,Wednesday,21,21,21,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,4450.0,cryptocurrency_exchange_6,25.0,32075.51,local,local_1,laundering_schema_1,laundering_schema_1_id147,1
67381064,396519,8,28,Friday,10,7,55,inbound,WIRE TRANSFER,FPS,financial_assets,cryptocurrency,sale,2800.0,cryptocurrency_exchange_8,25.0,32075.51,local,local_1,laundering_schema_1,laundering_schema_1_id147,1
67381062,396519,8,28,Friday,10,27,7,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,3850.0,cryptocurrency_exchange_6,25.0,32075.51,local,local_1,laundering_schema_1,laundering_schema_1_id147,1
67381063,396519,8,28,Friday,22,26,57,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,5650.0,cryptocurrency_exchange_7,25.0,32075.51,local,local_1,laundering_schema_1,laundering_schema_1_id147,1
67381065,396519,8,28,Friday,23,46,29,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,9588.65,776689,25.0,32075.51,local,local_1,laundering_schema_1,laundering_schema_1_id147,1
