transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
25979408,152529,1,17,Friday,1,23,47,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,5023.3,cryptocurrency_exchange_5,25.0,80798.336,large,large_1,laundering_schema_2,laundering_schema_2_id109,1
25979409,152529,1,17,Friday,14,8,7,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1197.65,foreign_8,25.0,80798.336,large,large_1,laundering_schema_2,laundering_schema_2_id109,1
25979411,152529,1,18,Saturday,8,48,53,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,3373.55,foreign_8,25.0,80798.336,large,large_1,laundering_schema_2,laundering_schema_2_id109,1
274822064,1616847,1,18,Saturday,18,19,6,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,5710.78,foreign_8,55.0,33571.38,large,large_2,laundering_schema_2,laundering_schema_2_id109,1
274822063,1616847,1,18,Saturday,22,49,50,inbound,WIRE TRANSFER,FPS,financial_assets,cryptocurrency,sale,6075.3,cryptocurrency_exchange_5,55.0,33571.38,large,large_2,laundering_schema_2,laundering_schema_2_id109,1
287159046,1689496,1,17,Friday,18,7,41,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,5547.3,foreign_8,30.0,91999.05600000001,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id109,1
287159045,1689496,1,17,Friday,18,56,15,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,2157.29,foreign_8,30.0,91999.05600000001,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id109,1
287159044,1689496,1,17,Friday,20,31,48,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,8284.5,cryptocurrency_exchange_5,30.0,91999.05600000001,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id109,1
59430802,349743,1,17,Friday,6,19,14,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,5154.8,cryptocurrency_exchange_5,45.0,67893.03300000001,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id109,1
59430804,349743,1,17,Friday,13,10,30,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,901.06,foreign_8,45.0,67893.03300000001,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id109,1
59430803,349743,1,17,Friday,13,38,53,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,3996.0,foreign_8,45.0,67893.03300000001,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id109,1
60659740,357018,1,22,Wednesday,8,32,45,inbound,WIRE TRANSFER,FPS,financial_assets,cryptocurrency,sale,1762.1,cryptocurrency_exchange_5,40.0,90631.437,large,large_1,laundering_schema_2,laundering_schema_2_id109,1
60659741,357018,1,22,Wednesday,9,54,45,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,789.49,foreign_8,40.0,90631.437,large,large_1,laundering_schema_2,laundering_schema_2_id109,1
60659742,357018,1,22,Wednesday,13,1,8,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,831.64,foreign_8,40.0,90631.437,large,large_1,laundering_schema_2,laundering_schema_2_id109,1
