transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
203927954,1199712,7,22,Wednesday,23,38,20,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1040.0,1461567,30.0,13624.715,local,local_2,laundering_schema_3,laundering_schema_3_id75,1
203927966,1199712,7,31,Friday,7,43,54,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,bank_transfer,other,460.0,1461567,30.0,13624.715,local,local_2,laundering_schema_3,laundering_schema_3_id75,1
203927972,1199712,8,6,Thursday,3,39,11,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,810.0,413077,30.0,13624.715,local,local_2,laundering_schema_3,laundering_schema_3_id75,1
203927973,1199712,8,6,Thursday,21,8,58,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1100.0,413077,30.0,13624.715,local,local_2,laundering_schema_3,laundering_schema_3_id75,1
147613164,1270275,7,24,Friday,13,17,37,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,300.0,867780,25.0,14081.964000000002,large,large_2,laundering_schema_3,laundering_schema_3_id75,1
215953496,1270275,7,30,Thursday,9,14,33,inbound,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,920.0,foreign_8,25.0,14081.964000000002,large,large_2,laundering_schema_3,laundering_schema_3_id75,1
132009302,1270275,8,2,Sunday,10,9,34,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,530.0,776423,25.0,14081.964000000002,large,large_2,laundering_schema_3,laundering_schema_3_id75,1
215953502,1270275,8,2,Sunday,15,35,44,outbound,OTHER,OTHER,financial_assets,cryptocurrency,purchase,191.0,cryptocurrency_exchange_10,25.0,14081.964000000002,large,large_2,laundering_schema_3,laundering_schema_3_id75,1
215953503,1270275,8,2,Sunday,22,34,43,outbound,OTHER,OTHER,financial_assets,cryptocurrency,purchase,349.0,cryptocurrency_exchange_10,25.0,14081.964000000002,large,large_2,laundering_schema_3,laundering_schema_3_id75,1
215953504,1270275,8,3,Monday,2,35,49,outbound,OTHER,OTHER,financial_assets,cryptocurrency,purchase,521.0,cryptocurrency_exchange_10,25.0,14081.964000000002,large,large_2,laundering_schema_3,laundering_schema_3_id75,1
215953506,1270275,8,3,Monday,4,2,24,outbound,OTHER,OTHER,financial_assets,cryptocurrency,purchase,299.0,cryptocurrency_exchange_10,25.0,14081.964000000002,large,large_2,laundering_schema_3,laundering_schema_3_id75,1
