transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
281533768,1656418,1,7,Tuesday,15,17,30,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,bank_transfer,other,1311.3,843616,30.0,2706.782,large_digital,large_digital_1,laundering_schema_5,laundering_schema_5_id6,1
281533769,1656418,1,7,Tuesday,20,24,9,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1850.7,730786,30.0,2706.782,large_digital,large_digital_1,laundering_schema_5,laundering_schema_5_id6,1
281533771,1656418,1,8,Wednesday,18,18,51,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,558.0,730786,30.0,2706.782,large_digital,large_digital_1,laundering_schema_5,laundering_schema_5_id6,1
71941578,423368,1,9,Thursday,21,12,17,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1664.7,730786,70.0,36413.27,local,local_1,laundering_schema_5,laundering_schema_5_id6,1
281533769,730786,1,7,Tuesday,20,24,15,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1850.7,1656418,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228878,730786,1,8,Wednesday,10,56,15,inbound,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,1832.1,foreign_1,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
281533771,730786,1,8,Wednesday,18,19,0,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,558.0,1656418,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
71941578,730786,1,9,Thursday,21,12,22,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,1664.7,423368,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228882,730786,1,9,Thursday,22,33,36,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,470.0,cash_110,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228881,730786,1,9,Thursday,23,0,16,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,490.0,cash_110,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228883,730786,1,12,Sunday,4,44,31,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,440.0,cash_110,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228884,730786,1,14,Tuesday,19,50,32,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,470.0,cash_110,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228892,730786,2,13,Thursday,16,41,12,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,870.0,cash_1,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228893,730786,2,13,Thursday,20,42,40,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,1010.0,cash_1,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228900,730786,3,16,Monday,21,21,18,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,510.0,cash_56,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228901,730786,3,19,Thursday,13,56,26,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,480.0,cash_56,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228902,730786,3,19,Thursday,15,29,49,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,460.0,cash_56,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
124228903,730786,3,20,Friday,9,51,54,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,480.0,cash_56,30.0,339.45338011546573,local,local_2,laundering_schema_5,laundering_schema_5_id6,1
281533768,843616,1,7,Tuesday,15,17,35,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,bank_transfer,other,1311.3,1656418,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474583,843616,1,7,Tuesday,17,36,35,inbound,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,1357.8,foreign_1,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474586,843616,1,9,Thursday,6,13,9,inbound,FOREIGN WIRE TRANSFER,CHAPS,income,other_income,other_uncategorized_income,725.4,foreign_1,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474587,843616,1,9,Thursday,11,54,17,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,380.0,cash_110,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474589,843616,1,14,Tuesday,8,24,52,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,360.0,cash_110,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474590,843616,1,14,Tuesday,10,48,0,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,300.0,cash_110,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474603,843616,2,14,Friday,18,22,0,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,550.0,cash_1,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474604,843616,2,18,Tuesday,19,23,10,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,560.0,cash_1,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474620,843616,3,20,Friday,1,42,12,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,350.0,cash_56,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474622,843616,3,23,Monday,12,55,56,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,370.0,cash_56,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
143474623,843616,3,23,Monday,17,52,27,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,380.0,cash_56,35.0,1351.84,large,large_1,laundering_schema_5,laundering_schema_5_id6,1
