transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
210575020,1238701,4,1,Wednesday,21,43,41,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4836.0,1624489,40.0,39682.55,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
210575028,1238701,5,2,Saturday,19,6,50,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,3069.0,1624489,40.0,39682.55,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
244208813,1436487,4,1,Wednesday,15,2,10,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4464.0,1624489,30.0,255415.46099999998,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
244208824,1436487,4,29,Wednesday,19,6,30,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,2194.8,1624489,30.0,255415.46099999998,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
244208826,1436487,5,1,Friday,12,50,42,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4036.2,1624489,30.0,255415.46099999998,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
244208813,1624489,4,1,Wednesday,15,2,12,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4464.0,1436487,35.0,2033.3658966868084,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
210575020,1624489,4,1,Wednesday,21,43,45,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4836.0,1238701,35.0,2033.3658966868084,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
276107880,1624489,4,1,Wednesday,22,52,4,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,870.0,cash_150,35.0,2033.3658966868084,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
276107879,1624489,4,1,Wednesday,23,14,58,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,960.0,cash_150,35.0,2033.3658966868084,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
276107878,1624489,4,1,Wednesday,23,47,23,outbound,CARD,LINK,other_expenses,cash_withdrawal,other,950.0,cash_150,35.0,2033.3658966868084,large,large_2,laundering_schema_6,laundering_schema_6_id176,1
