transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
90664312,384029,2,9,Sunday,18,28,32,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4737.0,533706,25.0,179559.044,large,large_1,laundering_schema_1,laundering_schema_1_id58,1
90664321,384029,2,26,Wednesday,15,25,55,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6639.73,533706,25.0,179559.044,large,large_1,laundering_schema_1,laundering_schema_1_id58,1
90664307,533706,2,8,Saturday,8,49,46,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,4750.0,cryptocurrency_exchange_1,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664308,533706,2,9,Sunday,9,24,18,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,4250.0,cryptocurrency_exchange_7,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664309,533706,2,9,Sunday,17,45,6,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,5850.0,cryptocurrency_exchange_2,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664311,533706,2,9,Sunday,18,26,32,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4585.09,533707,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664312,533706,2,9,Sunday,18,28,25,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4737.0,384029,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664310,533706,2,9,Sunday,19,4,38,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4488.41,533707,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664316,533706,2,20,Thursday,19,44,21,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,7300.0,cryptocurrency_exchange_2,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664317,533706,2,23,Sunday,10,34,51,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,2000.0,cryptocurrency_exchange_1,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664320,533706,2,26,Wednesday,14,26,11,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,5550.0,cryptocurrency_exchange_1,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664321,533706,2,26,Wednesday,15,25,47,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,6639.73,384029,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664323,533706,2,28,Friday,9,53,11,outbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,7022.27,533707,60.0,12452.798671302298,local,local_1,laundering_schema_1,laundering_schema_1_id58,1
90664311,533707,2,9,Sunday,18,26,41,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4585.09,533706,60.0,16466.436,large,large_1,laundering_schema_1,laundering_schema_1_id58,1
90664310,533707,2,9,Sunday,19,4,42,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,4488.41,533706,60.0,16466.436,large,large_1,laundering_schema_1,laundering_schema_1_id58,1
90664323,533707,2,28,Friday,9,53,17,inbound,WIRE TRANSFER,FPS,money_exchange_between_private_parties,other,other,7022.27,533706,60.0,16466.436,large,large_1,laundering_schema_1,laundering_schema_1_id58,1
