transaction_id,account_id,month,day,weekday,hour,min,sec,transaction_direction,channel,payment_system,category_0,category_1,category_2,amount,counterpart_id,age,initial_balance,assigned_bank_type,assigned_bank,laundering_schema_type,laundering_schema_id,laundering_yn
179045357,1053185,1,12,Sunday,0,2,40,inbound,WIRE TRANSFER,FPS,financial_assets,cryptocurrency,sale,5096.0,cryptocurrency_exchange_4,50.0,59104.92560609615,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
179045359,1053185,1,12,Sunday,10,22,45,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1015.53,foreign_4,50.0,59104.92560609615,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
179045358,1053185,1,12,Sunday,16,48,26,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,3774.71,foreign_4,50.0,59104.92560609615,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
245821271,1445961,1,13,Monday,18,7,59,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,2828.0,cryptocurrency_exchange_4,55.0,10966.802490025739,large,large_2,laundering_schema_2,laundering_schema_2_id162,1
245821272,1445961,1,13,Monday,18,31,51,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,2686.6,foreign_4,55.0,10966.802490025739,large,large_2,laundering_schema_2,laundering_schema_2_id162,1
260635497,1533386,1,13,Monday,0,41,54,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,4284.0,cryptocurrency_exchange_4,50.0,15240.121146086987,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id162,1
260635498,1533386,1,13,Monday,9,15,7,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1036.99,foreign_4,50.0,15240.121146086987,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id162,1
260635499,1533386,1,14,Tuesday,1,32,44,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1927.03,foreign_4,50.0,15240.121146086987,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id162,1
260635500,1533386,1,14,Tuesday,16,16,8,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1234.31,foreign_4,50.0,15240.121146086987,large_digital,large_digital_1,laundering_schema_2,laundering_schema_2_id162,1
5274435,30992,1,13,Monday,8,14,26,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,1988.0,cryptocurrency_exchange_4,20.0,468648.80000000005,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
5274436,30992,1,13,Monday,17,50,21,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1359.87,foreign_4,20.0,468648.80000000005,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
5274439,30992,1,14,Tuesday,2,0,5,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,588.37,foreign_4,20.0,468648.80000000005,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
53626635,315614,1,8,Wednesday,4,54,12,inbound,WIRE TRANSFER,FPS,financial_assets,cryptocurrency,sale,5068.0,cryptocurrency_exchange_4,20.0,11446.877000000002,local,local_1,laundering_schema_2,laundering_schema_2_id162,1
53626636,315614,1,9,Thursday,16,37,28,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,4662.56,foreign_4,20.0,11446.877000000002,local,local_1,laundering_schema_2,laundering_schema_2_id162,1
110717703,651532,1,12,Sunday,6,27,35,inbound,WIRE TRANSFER,FPS,financial_assets,cryptocurrency,sale,4732.0,cryptocurrency_exchange_4,25.0,53288.787,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
110717705,651532,1,13,Monday,13,57,53,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,4684.68,foreign_4,25.0,53288.787,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
166622493,980018,1,10,Friday,2,6,50,inbound,OTHER,OTHER,financial_assets,cryptocurrency,sale,3976.0,cryptocurrency_exchange_4,45.0,61822.064000000006,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
166622495,980018,1,11,Saturday,3,1,58,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,1953.81,foreign_4,45.0,61822.064000000006,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
166622497,980018,1,11,Saturday,3,43,42,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,759.81,foreign_4,45.0,61822.064000000006,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
166622496,980018,1,11,Saturday,4,20,7,outbound,FOREIGN WIRE TRANSFER,CHAPS,other_expenses,other,other,904.54,foreign_4,45.0,61822.064000000006,large,large_1,laundering_schema_2,laundering_schema_2_id162,1
